DATE,TICKER,COMNAM,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,OPENPRC,NUMTRD,RETX
7/28/15,TSLA,TESLA MOTORS INC,251.8373,265.39999,264.82001,3895808,0.046678,264.76999,264.82001,127101,255.75,38851,0.046678
7/29/15,TSLA,TESLA MOTORS INC,262,267.89001,263.82001,2790095,-0.003776,263.78,263.82001,127101,264.26999,24472,-0.003776
7/30/15,TSLA,TESLA MOTORS INC,262.10999,266.94,266.79001,2034560,0.011258,266.70001,266.79001,127142,262.69,18304,0.011258
7/31/15,TSLA,TESLA MOTORS INC,265.12299,269.35989,266.14999,2222552,-0.002399,266.14001,266.23001,127142,267.60001,21191,-0.002399
8/3/15,TSLA,TESLA MOTORS INC,257.07001,266.7099,259.98999,2553474,-0.023145,259.87,259.98999,127142,266.29001,24084,-0.023145
8/4/15,TSLA,TESLA MOTORS INC,258.34,266.72,266.28,2353566,0.024193,266.28,266.5,127142,260.01001,21810,0.024193
8/5/15,TSLA,TESLA MOTORS INC,260.39999,271,270.13,6211622,0.014458,270.06,270.07001,127142,263.57999,58515,0.014458
8/6/15,TSLA,TESLA MOTORS INC,236.12,255,246.13,14625018,-0.088846,246.10001,246.13,127142,249.53999,132944,-0.088846
8/7/15,TSLA,TESLA MOTORS INC,238.39,243.73,242.50999,5073390,-0.014708,242.5,242.50999,127142,243.58,44114,-0.014708
8/10/15,TSLA,TESLA MOTORS INC,236.05,242.97,241.14,4185890,-0.005649,241.11,241.17999,127142,238.14999,38015,-0.005649
8/11/15,TSLA,TESLA MOTORS INC,234.44,239.3,237.37,4264939,-0.015634,237.28,237.37,127142,237.14999,38672,-0.015634
8/12/15,TSLA,TESLA MOTORS INC,232.74001,239.77,238.17,3739157,0.00337,238.17,238.2,127142,235,33109,0.00337
8/13/15,TSLA,TESLA MOTORS INC,239.12,246.48,242.50999,4681982,0.018222,242.42999,242.52,127142,239.86,41413,0.018222
8/14/15,TSLA,TESLA MOTORS INC,241.77,247.92999,243.14999,4364810,0.002639,243.11,243.14999,129837,247.24001,38585,0.002639
8/17/15,TSLA,TESLA MOTORS INC,250.50999,256.59,254.99001,7176690,0.048694,254.99001,255.03,129837,255.56,63163,0.048694
8/18/15,TSLA,TESLA MOTORS INC,253.5601,260.95001,260.72,4205261,0.022471,260.70999,260.72,129837,255.38,39414,0.022471
8/19/15,TSLA,TESLA MOTORS INC,255.02,260.64999,255.25,3604282,-0.02098,255.2,255.25999,129837,260.32999,32127,-0.02098
8/20/15,TSLA,TESLA MOTORS INC,241.89999,254.56,242.17999,4905757,-0.051205,242.17999,242.27,129837,252.06,46426,-0.051205
8/21/15,TSLA,TESLA MOTORS INC,230.50999,243.7999,230.77,6590234,-0.047114,230.77,230.88,129837,236,62291,-0.047114
8/24/15,TSLA,TESLA MOTORS INC,195,231.39999,218.87,9586085,-0.051567,218.86,218.87,129837,202.78999,90129,-0.051567
8/25/15,TSLA,TESLA MOTORS INC,219.12,230.89999,220.03,4327294,0.0053,220.03,220.07001,129837,230.52,44716,0.0053
8/26/15,TSLA,TESLA MOTORS INC,215.50999,228,224.84,4958542,0.021861,224.84,224.91,129837,227.92999,44543,0.021861
8/27/15,TSLA,TESLA MOTORS INC,230.81,244.75,242.99001,7655959,0.080724,242.95,242.99001,129837,231,64916,0.080724
8/28/15,TSLA,TESLA MOTORS INC,241.57001,251.45,248.48,5519555,0.022593,248.33,248.39,129837,241.86,48225,0.022593
8/31/15,TSLA,TESLA MOTORS INC,245.50999,254.95,249.06,4700232,0.002334,248.95,249.07001,129837,245.62,39225,0.002334
9/1/15,TSLA,TESLA MOTORS INC,236.97,246,238.63,5454765,-0.041877,238.63,238.7,129837,240.34,45284,-0.041877
9/2/15,TSLA,TESLA MOTORS INC,239.78,247.88,247.69,4671392,0.037967,247.8,247.86,129837,245.3,38021,0.037967
9/3/15,TSLA,TESLA MOTORS INC,245,252.08,245.57001,4194772,-0.008559,245.56,245.57001,129837,252.06,36336,-0.008559
9/4/15,TSLA,TESLA MOTORS INC,238.2,244.09,241.92999,3690553,-0.014823,241.81,241.92,129837,240.89,31891,-0.014823
9/8/15,TSLA,TESLA MOTORS INC,244.05,249.16,248.17,3138231,0.025793,248.13,248.17,129837,245.05,32193,0.025793
