"date","PRC","AbsSpread","LogAbsSpread","RelSpreadMid","RelSpreadLast","RelLogSpread","LogRelLogSpread","Turnover","TradingVolume","NUMTRD","LR1","FlowRatio","avg_sentiment","headline_count","anomaly_score","rare_event_iforest","lof_score","rare_event_lof","z_sum","liquidity_class"
2021-08-03,709.73999,0.210019999999986,-1.56055251470436,0.00029586323550775,0.000295911182910781,0.000295863237665728,-8.12561324532432,15319377136.2351,21584492,501180,155295505097322,7677765433138298,0.147735516480738,2,0.551379296900007,FALSE,2.26076285416397,TRUE,21.73828679651,"High Liquidity"
2021-06-11,609.89001,0.0100100000000793,-4.60417068564708,1.64126607922502e-05,1.64127954810726e-05,1.64126607931081e-05,-11.0174575213928,9837559405.25055,16130055,379298,26092266633737.6,3731366607292723,0.0875211048151745,22,0.495879709230741,FALSE,2.30337864470295,TRUE,11.4325386231138,"High Liquidity"
2024-12-30,417.41,0.189979999999991,-1.66083647552015,0.000455298191796559,0.000455140030186127,0.000455298199661947,-7.69455796981114,27008702719.32,64705452,1190000,804565822239.53,32140356235990804,0.8625,1,0.468663200878455,FALSE,2.33824011298828,TRUE,6.35110596679778,"High Liquidity"
2020-10-26,420.28,0.0100100000000225,-4.60417068565276,2.38171713978292e-05,2.38174550300336e-05,2.38171713995428e-05,-10.645103750058,11855280935.12,28208054,534027,14241748164962.1,6331040111939328,0.0279508497187474,4,0.430798516539141,FALSE,2.36524729067113,TRUE,8.35908414693164,"High Liquidity"
2017-03-01,250.02,0.029989999999998,-3.50689128622129,0.000119962401647273,0.000119950403967674,0.000119962401790907,-9.0283321826858,1202468189.76,4809488,41276,10024110217878.2,49633077000533.8,0.157415117352326,11,0.414438614444288,FALSE,2.83504023243436,TRUE,3.07838384071211,"High Liquidity"
2017-08-24,352.92999,0.0100100000000225,-4.60417068565276,2.83621634063873e-05,2.83625656182477e-05,2.83621634080689e-05,-10.4704545754274,1621514604.46563,4594437,51514,3575946263544.38,83530703334442.5,0.0186338998124982,3,0.399804425948709,FALSE,2.19852537752002,TRUE,3.94823303259742,"High Liquidity"
2019-12-16,381.5,0.0100100000000225,-4.60417068565276,2.62381878843831e-05,2.62385321101507e-05,2.62381878863849e-05,-10.548294655481,6928411199.5,18160973,232528,110874015147.591,1611049599397336,-0.000805826175840789,2,0.398921092135871,FALSE,2.75891426063695,TRUE,4.38653024853708,"High Liquidity"
2018-07-05,309.16,0.00997999999998456,-4.60717218866031,3.2286763397501e-05,3.22810195367595e-05,3.2286763400613e-05,-10.340853213566,5401790061.84,17472474,199250,985067390800.208,1076306669821620,0.00944911182523068,4,0.397053463504139,FALSE,2.05367463262893,TRUE,4.24463377743529,"High Liquidity"
2016-01-05,223.42999,0.0300000000000011,-3.50655789731994,0.000134279262103233,0.000134270247248371,0.000134279262305803,-8.91558887956873,712015967.49248,3186752,31599,7957909144081.02,22498992556794.9,0.0421637021355784,3,0.3962579125959,FALSE,2.65954158265372,TRUE,0.9414322624361,"High Liquidity"
2018-12-12,366.60001,0.220000000000027,-1.51412773262965,0.0006003220072673,0.000600109094377895,0.000600322025295696,-7.41804433789864,1842879187.06948,5026948,54069,4223418425131.84,99642634765659.7,0,0,0.391685296993627,FALSE,2.09242911226549,TRUE,-9.18309552108406,"Low Liquidity"
